temperature,rainfall,soil_ph,fertilizer_amount,yield
26.4901424590337,71.69258515899172,6.607336208104485,41.710049890779274,49.4854962111037
24.585207096486446,91.58709354469282,6.66823535791047,44.39818959803031,63.178972159487266
26.94306561430208,93.14570966946461,6.824915372952583,57.472936051232615,74.03890700169318
29.569089569224076,83.95445461556761,6.816140615610471,56.10370265433465,70.6760348898632
24.29753987582999,96.77428576667981,6.086699189612872,49.79098406035852,68.56148078012654
24.29758912915246,108.08101713629077,6.218652488025463,51.17327383308782,79.16630066914854
29.737638446522176,137.7237180242106,6.654510580162598,62.77664895788425,90.03009895963753
27.302304187458727,103.49155625663678,6.654135785273662,44.0842861116417,70.88673223255198
23.591576842195146,105.15100781445528,6.654514305891814,55.470973811700375,77.44393838167197
26.627680130757895,98.51108168467665,7.655819447196416,47.97807347566106,73.72280373178303
23.609746921562614,61.62457569401917,6.67126715320795,47.8231879677278,59.168169297743205
23.60281073928923,99.46972249101566,6.840669692054179,60.9877685198719,71.6712720805288
25.725886814698104,101.20460419882053,6.786200529047961,58.2541634898803,69.59887850939009
19.260159266026605,149.26484224970574,6.695417375391739,58.135096360006386,100.90083349410769
19.8252465024609,96.15278070437755,6.405419226607896,63.05478807154329,77.57873417348047
23.313137412277083,106.03094684667225,6.727690766147981,50.21003841632759,70.72336833450346
21.961506638996728,99.30576460589513,6.268152435638728,56.81952971294964,82.42991305527225
25.94274199778582,76.62643924760935,6.428954417977997,46.89733243406544,62.4462285704721
22.27592777343637,122.85645629030041,6.354390935651269,53.24166352488442,88.31355671804268
20.763088895994127,115.03866065373549,6.524562241815897,48.698569456323156,76.92635561714138
29.39694630676466,115.82063894086093,7.194397570002053,50.96995964992718,90.7971794037469
24.322671098540393,81.81225090410521,5.939820442222476,55.95157025436914,76.66215511904929
25.20258461406377,128.05588621872198,6.705878057112354,41.81779316766527,78.40603010172272
20.72575544135963,71.96297874415438,6.0161852386431045,70.9238727568546,75.22594631099736
23.36685182642445,111.73714187600541,6.35842044026317,39.93982618500298,74.87338922680937
25.3327677691296,143.80911251619958,6.82668517909021,37.85811387212268,90.83035302512374
21.54701926773309,80.18927349738624,6.519284005728639,61.581108735000676,64.50189544272851
26.127094055037016,88.67404540794456,6.176676566621208,57.91662693962936,75.63165246282004
23.198083930243584,101.99302730175282,6.28540888722201,56.24119817052155,81.12643939672732
24.124918750620168,89.93048691767602,6.703879324680403,56.2834550926428,62.51692464152621
23.194880163311808,68.98673137867735,6.280890010484859,49.87753227153085,53.531808174998005
30.556834553526812,101.37125949612054,6.564937576874592,41.02745628514168,60.02013390290168
24.9595083257862,78.7539257254779,6.513671551971144,50.75804558193726,63.01867709627862
21.8268672131323,109.47184861270364,6.304519895718255,43.22838288487888,75.49960630958405
27.467634736309567,81.61151531532394,7.143183226797598,59.75119733417751,78.14364382923182
21.337469050086934,130.9986881003508,6.6901757066954035,48.52942618497861,83.3978678084155
25.626590785014265,84.33493415327526,5.892457224002718,41.745028032074885,70.31603408550883
19.120989628360675,93.55876967588648,6.555936294430828,46.78614158347007,59.64118100063721
21.015441853304708,116.27034434739339,6.301464060569484,54.12931454275624,71.32080818166502
25.590583707607372,75.3827136713209,6.755730000438867,44.36275447196025,59.68275332221983
27.215399739986232,104.54919869208258,6.262243778470189,41.77779604433569,72.74597342138732
25.51410484356991,126.14285508564856,6.46557906755993,52.436872114919126,84.15945161783148
24.65305515283528,67.85033530877544,6.651496183694137,52.44966571108723,50.39337378796616
24.096688913232132,103.69267717064608,6.759726558251036,44.9305682462887,70.67381615615827
20.56443402889772,105.19765588496847,6.1399110778832675,45.289616943816775,64.29883574761747
22.840467374815873,115.6364574355462,6.399649629247715,52.32049937357636,82.59526554345116
23.618083687120638,75.26098578243835,6.357516406651714,35.51915658502676,56.75389222343949
28.171366678656746,73.59086773831447,6.304001230227886,35.92536225623445,51.11183954144884
26.030854868705383,110.43883131233795,7.029636272084329,42.81555778747564,70.71730603818428
19.7108795339118,105.93969346466372,6.621494513288287,47.86552848288153,66.90153897537739
25.972251908184386,105.00985700691753,6.1217348136994865,53.10907565598005,75.96110767958639
23.84475315875105,106.9289641899395,6.775358584116433,64.75356216949552,87.02243259403178
22.969233999082125,86.39950556843019,7.13664685910379,58.576596232020194,65.68291093960833
26.835028866522602,104.64507394322007,6.809739578165344,48.40061470036573,76.56713024938384
28.092998567487854,105.86144946597362,6.044189010213796,49.80983792097311,72.93494802730292
27.793840357348596,85.71297163947264,6.354729778140125,39.97470635362191,58.617275734120895
22.482347430332084,137.31549022289514,6.880073344755987,49.8148686400761,85.96716816957175
24.072362872446355,109.47665841823576,6.287699160314366,47.11341361079862,69.35040725439353
25.99379029421069,76.17393005594703,6.633145828443869,53.227185603380896,62.08642621990778
27.926635381367078,113.1310721726766,6.732390216028801,41.727690564476774,68.45839725956915
23.56247728646413,80.50636659545357,6.221920858526575,55.193465142411725,76.6360322316138
24.44302307000855,115.74169207484904,6.48214239318146,65.32738913002578,86.46602455445002
21.680995077981915,123.17191158014808,5.527619797979279,48.91239851543143,76.53615883280244
21.411380127757987,83.5863536329658,6.192683707599713,54.01711722098941,67.87495039719947
27.437577467182592,119.26752258488644,6.424229554582052,56.90143991711113,83.81220789512717
29.06872008571247,108.25561853872996,6.125665045410545,45.987795281141636,73.83704609319254
24.783969635258998,116.4412031998898,6.98972339117949,52.24092481810417,83.10502340156692
28.010598693676073,137.93585965307895,6.070957586611811,50.12592400781795,92.34221554080227
26.084908075142902,95.09223767994258,6.367986653990905,50.97676098548832,68.6718395800096
23.06464073618463,84.9252767128502,6.539222173185827,42.26990216144534,59.137518348857576
26.084186816525243,82.20971140748954,6.932381986719834,50.245101742589426,64.36995659614591
29.614109699397908,83.68379430069123,6.069241354646168,54.979982912454496,58.251984533574436
24.892521882670145,98.45796581171791,6.848949125646488,64.51143607795042,71.46091579234135
29.693930967442018,106.82303949633288,6.503069918305876,59.59270826085207,88.26750657275323
17.140764687730766,105.53381598660039,6.205547404685615,71.53182457511556,91.28761613696071
27.465707513125672,116.54366498072048,6.638631042278981,42.326524371119504,74.74753402554796
25.261141204714512,100.26003783755814,6.559717908672041,58.723206367206785,79.91480191358542
24.102977948602398,129.07068154314635,6.319934936852362,51.83342005738352,86.29611379061917
25.275282329606508,94.70686333524088,6.520940625497006,71.89802933217672,96.80456061624346
19.037293256197323,154.40338333179238,6.384405920941472,41.91701714644849,94.0058056241616
24.340984336487463,112.51334695530012,6.534055203575375,41.602781578192236,72.4626258740435
26.07133771453524,82.85684887167434,6.698639202356314,44.00607354555978,58.1497475923368
29.433682134224547,78.58215003877775,6.9758050448436055,28.76104275690193,46.51609342397285
23.44518934517906,109.64944830486371,6.128655350351945,44.74244978319239,74.2076102665019
22.574519191320437,95.53074429348298,7.13991001239688,42.40867338446302,62.27925443811995
23.49472886924639,114.28000988184183,5.91437366014325,51.50393786476208,71.28399772993197
27.746206353106224,109.4647524914709,6.454464471489325,53.41755975777159,75.57657125449126
25.986253328979053,98.54342174686255,6.676495161945373,68.76170839215887,76.15105984305713
23.410719388698883,83.06412563863191,6.584297560320509,59.5042383818605,78.41983392629139
26.539802299340067,69.70305550628271,6.313190144053822,44.23096344337597,62.329481427561106
25.291232648044122,91.06970095865958,6.4375633248928175,41.01585328651642,64.47082627953075
27.90593497159867,117.12797588646944,6.35209971960235,54.919191715065054,90.0527073419705
22.893840718367944,104.28187488260409,6.323190572916737,36.797667929793576,67.33121578627023
24.017013560206696,75.08522442576023,6.7548806291063075,68.31458765854353,67.03909053517528
23.823675540603528,103.46361851702363,6.607104645789514,61.79440120721287,87.02395012978732
20.609455155603644,107.70634759457674,6.292127121421804,45.30824347895295,74.57247296669593
25.88836083119373,82.32285127597734,6.769879962629975,32.868654709091224,51.88976935013639
25.783165816539668,103.07450211891056,6.592189856262983,63.538723741654124,79.76398110168255
25.015340369927383,101.16417436892,6.743858635651688,48.85460154747382,67.970709638229
24.29623859987456,77.14059404338754,6.688888652577083,62.378163119734616,62.38241437184759
